CCG Comments,CMU ,FY,Last Stage Reached,Project Assessed,Project ID,Project Name,Approval Date,Approval Step,CO Team Lead,Could count for more adaptation,Could count for more mitigation,Country,FY Probability,GP,Lending Instrument,Potential (Y/N),Practice Group,Practice Manager Name,Region,Requesting Cost Center Code,Responsible Cost Center Code,Responsible Cost Center Name,Team Lead Name,TLN CDRS: Project compliant with CDRS requirement?,TLN CI: Climate indicator included?,TLN CI: Name of Climate Indicator,TLN CI: Project compliant with CI requirement?,TLN GHG: Applicable to operation,TLN GHG: GHG lifetime,"TLN GHG: Gross Emissions  (tCO2e, lifetime)","TLN GHG: Net Emissions (annual average, tCO2e/year)","TLN GHG: Net Emissions (economic lifetime, tCO2e)",TLN GHG: Status of data,TN1: % (Climate Co-Benefits Over Total IDA/IBRD Commitment),TN2: Net IDA/IBRD Adaptation ($M) ,TN3: Net IDA/IBRD Mitigation ($M) ,TN4: Total IDA/IBRD Climate Co-Benefits ($M) ,TN5: % (IBRD Climate Co-Benefits Over Total IBRD Commitment),TN6: % (IDA Climate Co-Benefits Over Total IDA Commitment),TN7: Net IBRD Adaptation ($M),TN8: IBRD Climate Co-Benefits ($M),TN9: Net IBRD Mitigation ($M),TO1: Net IDA Adaptation ($M),TO2: IDA Climate Co-Benefits ($M),TO3: Net IDA Mitigation ($M),TO4: IBRD Commitment ($M),TO5: IDA Commitment ($M),TO6: Total IDA/IBRD Commitment ($M),TO7: Gross IDA/IBRD Adaptation ($M),TO8: Gross IDA/IBRD Mitigation ($M),TO9: Dual Benefit Finance ($M)
 ,LCC5C-LCR,FY16,,Assessed,P147272,BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT – 2ND PHAS,1/29/2016,A,000513775 | Carlos Bellas Lamas ~,0,0,Brazil,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC5C,ILCT1,Transport-LAC,Carlos Bellas Lamas,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,200,0,200,,,
 ,LCC5C-LCR,FY16,,Assessed,P153203,BR Manaus Service Delivery and Fiscal Management DPL,12/3/2015,A,000367454 | Laura De Castro Zoratto ~ 000377165 | Rafael Chelles Barroso,0,0,Brazil,,Governance,DPO,No,GGEVP,Alberto Leyton,LCR,LCC5C,ELCG2,EFI-LCR-GOV-FM & PS-2,Laura De Castro Zoratto,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,150,0,150,,,
 ,LCC5C-LCR,FY15,,Assessed,P130593,BR  MST PROACRE Loan AF,9/29/2014,A,000224783 | Tomas Ricardo Rosada Villamar ~ 000418634 | Carmen Molejon Quintana,0,0,Brazil,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC5C,SLCAG,Agriculture and Food PG LAC,Tomas Ricardo Rosada Villamar,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,150,0,150,,,
 ,LCC5C-LCR,FY15,,Assessed,P147984,BR Bahia DPL,7/30/2014,A,000154310 | Antonio Nucifora ~,0,0,Brazil,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Antonio Nucifora,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,400,0,400,,,
 ,LCC5C-LCR,FY14,,Assessed,P126735,Strengthening PM and Int Territorial Dev,2/12/2014,A,000369770 | Emanuela Monteiro ~,0,0,Brazil,,Social Urban Rural and Resilience,Investment,No,GGSVP,Federica Ranghieri,LCR,LCC5C,ILCUR,Urban LCR,Emanuela Monteiro,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,48,0,48,,,
 ,LCC5C-LCR,FY14,,Assessed,P127463,BR Strength. Serv. Delivery Ceará PforR,11/21/2013,A,000319295 | Tugba Gurcanlar ~ 000324541 | Tiago Carneiro Peixoto,0,0,Brazil,,Trade and Competitiveness,PforR,No,GGEVP,Yira J. Mascaro,LCR,LCC5C,ELCFN,EFI-LCR-FCI-Finance,Tugba Gurcanlar,Yes,,,,,,,,,,1.16%,2.6600000000000001,1.3999999999999999,4.0599999999999996,0.0116,0,2.66,4.06,1.4,0,0,0,350,0,350,,,
 ,LCC5C-LCR,FY14,,Assessed,P130682,BR ES Integrated Sust. Water Mgt Project,3/28/2014,A,000564058 | Viviane Virgolim Zamian ~ 000171183 | Paula Pedreira de Freitas de Oliveira,0,0,Brazil,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC5C,SLCWA,Water Latin America & Caribbean,Viviane Virgolim Zamian,Yes,,,,,,,,,,29.39%,58.387500000000003,7.7400000000000002,66.127499999999998,0.2939,0,58.3875,66.1275,7.74,0,0,0,225,0,225,,,
 ,LCC5C-LCR,FY14,,Assessed,P147157,BR BAHIA SUSTAINABLE RURAL DEVELOPMENT,6/27/2014,A,000576857 | Eirivelthon Santos Lima ~ 000191457 | Luis Alfonso Alvestegui Justiniano,0,0,Brazil,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC5C,SLCAG,Agriculture and Food PG LAC,Eirivelthon Santos Lima,Yes,,,,,,,,,,35.48%,53.219999999999999,0,53.219999999999999,0.3548,0,53.22,53.22,0,0,0,0,150,0,150,,,
 ,LCC5C-LCR,FY14,,Assessed,P147695,Enhancing Public Manag for Service Deliv,11/21/2013,A,000227267 | Daniel Pulido ~,0,0,Brazil,,Transport and Digital Development,DPO,No,GGIVP,Bianca Bianchi Alves,LCR,LCC5C,ILCT1,Transport-LAC,Daniel Pulido,Yes,,,,,,,,,,27.50%,0,137.5,137.5,0.275,0,0,137.5,137.5,0,0,0,500,0,500,,,
 ,LCC5C-LCR,FY14,,Assessed,P147913,Acre: Strengthening Public Policies DPL,12/5/2013,A,000354366 | Lorena Vinuela ~,0,0,Brazil,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Lorena Vinuela,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,250,0,250,,,
 ,LCC5C-LCR,FY14,,Assessed,P147979,BR Amazonas DPL,5/23/2014,A,000367454 | Laura De Castro Zoratto ~,0,0,Brazil,,Governance,DPO,No,GGEVP,Alberto Leyton,LCR,LCC5C,ELCG2,EFI-LCR-GOV-FM & PS-2,Laura De Castro Zoratto,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,216,0,216,,,
 ,LCC5C-LCR,FY14,,Assessed,P148083,RS:Strengthening Fiscal & Water Mgmt DPL,6/27/2014,A,000154310 | Antonio Nucifora ~ 000171183 | Paula Pedreira de Freitas de Oliveira,0,0,Brazil,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Antonio Nucifora,Yes,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,280,0,280,,,
 ,LCC5C-LCR,FY13,,Assessed,P121495,BR MST Tocantins Integrated Sust. Reg.,7/26/2012,A,000513775 | Carlos Bellas Lamas ~ 000298491 | Eric R. Lancelot,0,0,Brazil,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC5C,ILCT1,Transport-LAC,Carlos Bellas Lamas,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,300,0,300,,,
 ,LCC5C-LCR,FY13,,Assessed,P121590,BR 3rd Minas Gerais Partnership DPL,7/26/2012,A,000235789 | Roland N. Clarke ~,0,0,Brazil,,Governance,DPO,No,GGEVP,Arturo Herrera Gutierrez,LCR,LCC5C,GGODR-HIS,HIS-Governance - GP,Roland N. Clarke,,,,,,,,,,,20%,0,90,90,0.2,0,0,90,90,0,0,0,450,0,450,,,
 ,LCC5C-LCR,FY13,,Assessed,P126343,BR Parana Multi-sector Development,11/6/2012,A,000326583 | Kjetil Hansen ~,0,0,Brazil,,Governance,Investment,No,GGEVP,Alberto Leyton,LCR,LCC5C,ELCG2,EFI-LCR-GOV-FM & PS-2,Kjetil Hansen,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,350,0,350,,,
 ,LCC5C-LCR,FY13,,Assessed,P126452,BR MST Rio Grande do Norte Regional Dev,6/25/2013,A,000588040 | Leonardo Bichara Rocha ~ 000576857 | Eirivelthon Santos Lima,0,0,Brazil,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC5C,SLCAG,Agriculture and Food PG LAC,Leonardo Bichara Rocha,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,360,0,360,,,
 ,LCC5C-LCR,FY13,,Assessed,P126465,BR Rio State DPL III,8/30/2012,A,000235789 | Roland N. Clarke ~,0,0,Brazil,,Governance,DPO,No,GGEVP,Arturo Herrera Gutierrez,LCR,LCC5C,GGODR-HIS,HIS-Governance - GP,Roland N. Clarke,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,300,0,300,,,
 ,LCC5C-LCR,FY13,,Assessed,P126684,BR (AF) RJ Sustainable Rural Development,11/6/2012,A,000084053 | Maurizio Guadagni ~,0,0,Brazil,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC5C,SLCAG,Agriculture and Food PG LAC,Maurizio Guadagni,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,100,0,100,,,
 ,LCC5C-LCR,FY13,,Assessed,P126749,BR MST Belo Horizonte Urban DPL,6/14/2013,A,000013272 | Josef Lloyd Leitmann ~,0,0,Brazil,,Social Urban Rural and Resilience,DPO,No,GGSVP,Anna Wellenstein,LCR,LCC5C,GSURR-HIS,"HIS-Urban, Rural & Soc Dev - GP",Josef Lloyd Leitmann,,,,,,,,,,,22.20%,22,22.399999999999999,44.399999999999999,0.222,0,22,44.4,22.4,0,0,0,200,0,200,,,
 ,LCC5C-LCR,FY13,,Assessed,P127245,BR Rio de Janeiro Mun. Strengthening PSM,6/14/2013,A,000504629 | Fabiano Silvio Colbano ~,0,0,Brazil,,Macro Economics and Fiscal Management,Investment,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Fabiano Silvio Colbano,,,,,,,,,,,6.97%,0,1.12914,1.12914,0.0697,0,0,1.12914,1.12914,0,0,0,16.2,0,16.2,,,
 ,LCC5C-LCR,FY13,,Assessed,P127723,Sao Paulo Sustainable Transport Project,6/14/2013,A,000323237 | Georges Bianco Darido ~,0,0,Brazil,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC5C,ILCT1,Transport-LAC,Georges Bianco Darido,,,,,,,,,,,96.77%,14.774999999999999,275.53500000000003,290.31,0.9677,0,14.775,290.31,275.535,0,0,0,300,0,300,,,
 ,LCC5C-LCR,FY13,,Assessed,P129652,BR Sergipe DPL,5/21/2013,A,000088713 | Tania Dmytraczenko ~,0,0,Brazil,,Health Nutrition and Population,DPO,No,GGHVP,Daniel Dulitzky,LCR,LCC5C,GHNDR-HIS,"HIS-Health, Nutr & Population - GP",Tania Dmytraczenko,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,150,0,150,,,
 ,LCC5C-LCR,FY13,,Assessed,P132768,BR-Pernambuco Equity & Inclus.Growth DPL,6/25/2013,A,000316109 | Joana C. G. Silva ~ 000244643 | Aude-Sophie Rodella,0,0,Brazil,,Social Protection and Jobs,DPO,No,GGHVP,William David Wiseman,LCR,LCC5C,HLCSP,Social Protection & Labor LCR,Joana C. G. Silva,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,550,0,550,,,
 ,LCC5C-LCR,FY12,,Assessed,P106753,"BR PE-Expand Opport, Enh. Equity DPL",3/22/2012,A,000187355 | Luis-Felipe Lopez-Calva ~,0,0,Brazil,,Poverty and Equity,DPO,No,GGEVP,,LCR,LCC5C,EPVDR,Prosperity-PovertyandEquity-GD,Luis-Felipe Lopez-Calva,,,,,,,,,,,19.75%,98.75,0,98.75,0.1975,0,98.75,98.75,0,0,0,0,500,0,500,,,
 ,LCC5C-LCR,FY12,,Assessed,P112073,BR Federal Integrated Water Sector,7/12/2011,A,000171183 | Paula Pedreira de Freitas de Oliveira ~ 000193096 | Marcos T. Abicalil,0,0,Brazil,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC5C,SLCWA,Water Latin America & Caribbean,Paula Pedreira de Freitas de Oliveira,,,,,,,,,,,99%,47.81662875,58.442546249999992,106.259175,0.99,0,47.81662875,106.259175,58.44254625,0,0,0,107.3325,0,107.3325,,,
 ,LCC5C-LCR,FY12,,Assessed,P112074,BR Sergipe Water,1/26/2012,A,000171183 | Paula Pedreira de Freitas de Oliveira ~,0,0,Brazil,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC5C,SLCWA,Water Latin America & Caribbean,Paula Pedreira de Freitas de Oliveira,,,,,,,,,,,83.10%,35.207774999999998,23.190750000000001,58.398524999999999,0.831,0,35.207775,58.398525,23.19075,0,0,0,70.275,0,70.275,,,
 ,LCC5C-LCR,FY12,,Assessed,P120139,BR Pernambuco - Rural Economic Inclusion,3/6/2012,A,000232642 | Maria de Fatima de Sousa Amazonas ~ 000237192 | Juliana Menezes Garrido,0,0,Brazil,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC5C,SLCAG,Agriculture and Food PG LAC,Maria de Fatima de Sousa Amazonas,,,,,,,,,,,14.77%,9.2699999999999996,5.5,14.77,0.1477,0,9.27,14.77,5.5,0,0,0,100,0,100,,,
 ,LCC5C-LCR,FY12,,Assessed,P120830,BR Rio Grande do Sul SWAp,5/1/2012,A,000319295 | Tugba Gurcanlar ~ 000326260 | Gregoire Francois Gauthier,0,0,Brazil,,Trade and Competitiveness,Investment,No,GGEVP,Yira J. Mascaro,LCR,LCC5C,ELCFN,EFI-LCR-FCI-Finance,Tugba Gurcanlar,,,,,,,,,,,3.25%,15.6,0,15.6,0.0325,0,15.6,15.6,0,0,0,0,480,0,480,,,
 ,LCC5C-LCR,FY12,,Assessed,P121167,BR: Ceara Rural Sustainb&Competitiveness,4/5/2012,A,000348984 | Barbara Cristina Noronha Farinelli ~,0,0,Brazil,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC5C,SLCAG,Agriculture and Food PG LAC,Barbara Cristina Noronha Farinelli,,,,,,,,,,,40.96%,26.479999999999997,14.48,40.960000000000001,0.4096,0,26.48,40.96,14.48,0,0,0,100,0,100,,,
 ,LCC5C-LCR,FY12,,Assessed,P125630,BR (AF)Greening RJ Urban Rail Transit,1/26/2012,A,000212929 | Arturo Ardila Gomez ~,0,0,Brazil,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC5C,ILCT1,Transport-LAC,Arturo Ardila Gomez,,,,,,,,,,,100%,9,591,600,1,0,9,600,591,0,0,0,600,0,600,,,
 ,LCC5C-LCR,FY12,,Assessed,P125829,BR APL2 Sao Bernardo Integrtd Wtr MgmtSP,3/29/2012,A,000237192 | Juliana Menezes Garrido ~ 000065650 | Oscar Eduardo Alvarado Chacon,0,0,Brazil,,Water,Investment,No,GGSVP,David Michaud,LCR,LCC5C,SLCWA,Water Latin America & Caribbean,Juliana Menezes Garrido,,,,,,,,,,,12.80%,2.6649600000000002,0,2.6649600000000002,0.128,0,2.66496,2.66496,0,0,0,0,20.82,0,20.82,,,
 ,LCC5C-LCR,FY12,,Assessed,P126351,BR-Bahia DPL,6/28/2012,A,000154310 | Antonio Nucifora ~,0,0,Brazil,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Antonio Nucifora,,,,,,,,,,,14.00%,98,0,98,0.14,0,98,98,0,0,0,0,700,0,700,,,
 ,LCC5C-LCR,FY12,,Assessed,P126372,BR-Recife Swap - Educ & Public Mgmt.,5/29/2012,A,000428580 | Andre Loureiro ~,0,0,Brazil,,Education,Investment,No,GGHVP,Andreas Blom,LCR,LCC5C,HLCED,Education LCR,Andre Loureiro,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,130,0,130,,,
 ,LCC5C-LCR,FY12,,Assessed,P126449,BR Piaui Green Growth  and Inclusion DPL,3/6/2012,A,000072896 | Garo J. Batmanian ~,0,0,Brazil,,Environment Natural Resources and the Blue Economy,DPO,No,GGSVP,Raul Ivan Alfaro Pelico,LCR,LCC5C,SENDR,Planet - Env. GD,Garo J. Batmanian,,,,,,,,,,,22%,0,77,77,0.22,0,0,77,77,0,0,0,350,0,350,,,
 ,LCC5C-LCR,FY12,,Assessed,P126537,BR Energy & Mineral Sctr Strengthening,12/20/2011,A,000155559 | James Victor Pannett ~,0,0,Brazil,,Energy and Extractives,Investment,No,GGIVP,Gabriela Elizondo Azuela,LCR,LCC5C,ILCE1,Infra LCR Energy 1,James Victor Pannett,,,,,,,,,,,11%,0,5.4564539700000001,5.4564539700000001,0.11,0,0,5.45645397,5.45645397,0,0,0,49.604127,0,49.604127,,,
 ,LCC5C-LCR,FY11,,Assessed,P095171,BR (MST) Bahia Health and Wtr Mgt (SWAP),11/2/2010,A,000098726 | Daniela Pena De Lima ~,0,0,Brazil,,Health Nutrition and Population,Investment,No,GGHVP,Tania Dmytraczenko,LCR,LCC5C,HLCHN,Health Nutrition &Population LCR,Daniela Pena De Lima,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,60,0,60,,,
 ,LCC5C-LCR,FY11,,Assessed,P101504,BR Bolsa Familia 2nd APL,9/16/2010,A,000358341 | Claudia Regina Baddini Curralero ~ 000323495 | Matteo Morgandi,0,0,Brazil,,Social Protection and Jobs,Investment,No,GGHVP,William David Wiseman,LCR,LCC5C,HLCSP,Social Protection & Labor LCR,Claudia Regina Baddini Curralero,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,200,0,200,,,
 ,LCC5C-LCR,FY11,,Assessed,P106702,BR Integr. Solid Waste & Carbon finance,11/2/2010,A,000143737 | Catalina Marulanda ~,0,0,Brazil,,Social Urban Rural and Resilience,Investment,No,GGSVP,Federica Ranghieri,LCR,LCC5C,ILCUR,Urban LCR,Catalina Marulanda,,,,,,,,,,,12.70%,0,6.3499999999999996,6.3499999999999996,0.127,0,0,6.35,6.35,0,0,0,50,0,50,,,
 ,LCC5C-LCR,FY11,,Assessed,P106768,BR Rio de Janeiro PSM/Fiscal MST,8/26/2010,A,000354366 | Lorena Vinuela ~ 000235789 | Roland N. Clarke,0,0,Brazil,,Governance,Investment,No,GGEVP,Alberto Leyton,LCR,LCC5C,ELCG2,EFI-LCR-GOV-FM & PS-2,Lorena Vinuela,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,18.673,0,18.673,,,
 ,LCC5C-LCR,FY11,,Assessed,P111665,BR- RJ Munic Fiscal Consolid DPL,7/1/2010,A,000331572 | Edith Kikoni ~,0,0,Brazil,,Macro Economics and Fiscal Management,DPO,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Edith Kikoni,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,"1,045",0,"1,045",,,
 ,LCC5C-LCR,FY11,,Assessed,P117122,BR (AF) SP Trains and Signalling,9/21/2010,A,000323237 | Georges Bianco Darido ~,0,0,Brazil,,Transport and Digital Development,Investment,No,GGIVP,Binyam Reja,LCR,LCC5C,ITRDR,Infra - Director GlobalTransport,Georges Bianco Darido,,,,,,,,,,,100%,0,112.91,112.91,1,0,0,112.91,112.91,0,0,0,112.91,0,112.91,,,
 ,LCC5C-LCR,FY11,,Assessed,P118077,BR (AF) SP Feeder Roads,8/3/2010,A,000298491 | Eric R. Lancelot ~,0,0,Brazil,,Transport and Digital Development,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC5C,ILCT1,Transport-LAC,Eric R. Lancelot,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,326.775,0,326.775,,,
 ,LCC5C-LCR,FY11,,Assessed,P118540,BR Santa Catarina Rural Competitiveness,9/2/2010,A,000323231 | Diego Arias Carballo ~,0,0,Brazil,,Agriculture and Food,Investment,No,GGSVP,Diego Arias Carballo,LCR,LCC5C,SLCAG,Agriculture and Food PG LAC,Diego Arias Carballo,,,,,,,,,,,55.69%,15.340499999999999,34.780500000000004,50.120999999999995,0.5569,0,15.3405,50.121,34.7805,0,0,0,90,0,90,,,
 ,LCC5C-LCR,FY11,,Assessed,P120391,BR-Federal Univ. Hospitals Modernization,3/31/2011,A,000054284 | Andre C. Medici ~,0,0,Brazil,,Health Nutrition and Population,Investment,No,GGHVP,,LCR,LCC5C,GHNDR-HIS,"HIS-Health, Nutr & Population - GP",Andre C. Medici,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,150,0,150,,,
 ,LCC5C-LCR,FY11,,Assessed,P122391,BR-Rio de Janeiro Urban and Housing DPL,3/15/2011,A,000239872 | Alessandra Campanaro ~,0,0,Brazil,,Social Urban Rural and Resilience,DPO,No,GGSVP,,LCR,LCC5C,GSURR-HIS,"HIS-Urban, Rural & Soc Dev - GP",Alessandra Campanaro,,,,,,,,,,,0%,0,0,0,0,0,0,0,0,0,0,0,485,0,485,,,
 ,LCC5C-LCR,FY21,Bank Approved,Assessed,P172455,First Amazonas Fiscal and Environmental Sustainability Programmatic DPF,12/11/2020,A,000190769 | Werner L. Kornexl ~ 000351976 | Shireen Mahdi ~ 000091528 | Renato Nardello ~,0,0,Brazil,Firm,Environment Natural Resources and the Blue Economy,DPF,No,GGSVP,Erwin De Nys,LCR,LCC5C,SLCE2,LAC ENB 2   ,Werner L. Kornexl,Yes,Yes,Percentage of new infrastructure projects that are screened for climate and disaster risks,Yes,,,,,,,75%,18.329999999999998,131.66999999999999,150,0.75,0,18.33,150,131.67,0,0,0,200,0,200,,,
 ,LCC5C-LCR,FY21,Bank Approved,Assessed,P172605,Salvador Social Multi-Sector Service Delivery Project II,9/22/2020,A,000388521 | Rovane Battaglin Schwengber ~ 000488377 | Courtney Price Ivins,0,0,Brazil,Firm,Social Protection and Jobs,IPF,No,GGHVP,William David Wiseman,LCR,LCC5C,HLCSP,Social Protection & Labor LCR,Rovane Battaglin Schwengber,Yes,No,,N/A,,,,,,,3.41%,0.31,3.9500000000000002,4.2599999999999998,0.03408,0,0.31,4.26,3.95,0,0,0,125,0,125,,,
 ,LCC5C-LCR,FY21,Bank Approved,Assessed,P174197,Brazil: Income Support for the Poor affected by COVID-19,10/29/2020,A,000323495 | Matteo Morgandi ~ 000354996 | Gabriel Lara Ibarra,0,0,Brazil,Firm,Social Protection and Jobs,IPF,No,GGHVP,William David Wiseman,LCR,LCC5C,HLCSP,Social Protection & Labor LCR,Matteo Morgandi,Yes,Yes,Share of families who are registered in April that are particularly climate vulnerable [Internally tracked indicator],Yes,,,,,,,25%,250,0,250,0.25,0,250,250,0,0,0,0,"1,000",0,"1,000",,,
 ,LCC5C-LCR,FY22,Bank Approved,Assessed,P168634,Parana Public Sector Modernization and Innovation for Service Delivery Operation,4/28/2022,A,000083629 | Alberto Coelho Gomes Costa ~ 000305571 | Carolina Luisa Vaira,0,0,Brazil,Firm,Health Nutrition and Population,PforR,No,GGHVP,Tania Dmytraczenko,LCR,LCC5C,HLCHN,Health Nutrition &Population LCR,Alberto Coelho Gomes Costa,Yes,No,,N/A,,,,,,,13.58%,15.199999999999999,2.46,17.66,0.135846154,0,15.2,17.66,2.46,0,0,0,130,0,130,,,
 ,LCC5C-LCR,FY22,Bank Approved,Assessed,P177632,BR State of Goias Sustainable Recovery DPF,4/28/2022,A,000504629 | Fabiano Silvio Colbano ~ 000456852 | Cornelius Fleischhaker ~ 000521390 | Marie Caroline Paviot ~,0,0,Brazil,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Fabiano Silvio Colbano,Yes,Yes,Number of low-carbon agricultural projects supported by the State Development Council receiving concessional financing,Yes,,,,,,,46.43%,53.57,178.56999999999999,232.13999999999999,0.46428,0,53.57,232.14,178.57,0,0,0,500,0,500,,,
 ,LCC5C-LCR,FY22,Bank Approved,Assessed,P178563,RECOVERING LEARNING LOSSES FROM COVID-19 PANDEMIC IN BRAZIL,5/12/2022,A,000499746 | Ildo Jose Lautharte Junior ~ 000164040 | Marcelo Becerra,0,0,Brazil,Firm,Education,PforR,No,GGHVP,Andreas Blom,LCR,LCC5C,HLCED,Education LCR,Ildo Jose Lautharte Junior,Yes,No,,N/A,,,,,,,7.99%,19.969999999999999,0,19.969999999999999,0.07988,0,19.97,19.97,0,0,0,0,250,0,250,,,
 ,LCC5C-LCR,FY22,Bank Approved,Assessed,P178729,Rio de Janeiro Adjustment and Sustainable Development Policy Loan,6/16/2022,A,000504629 | Fabiano Silvio Colbano ~ 000448359 | Ana Waksberg Guerrini,0,0,Brazil,Firm,Macroeconomics Trade and Investment,DPF,No,GGEVP,Shireen Mahdi,LCR,LCC5C,ELCMU,EFI-LCR-MTI-MacroFiscal,Fabiano Silvio Colbano,Yes,Yes,Number of carbon credits generated in Rio de Janeiro,Yes,,,,,,,50.00%,4.8299373214285701,62.789185178571401,67.619122499999975,0.5,0,4.829937321,67.6191225,62.78918518,0,0,0,135.238245,0,135.238245,,,
 ,LCC6C-LCR,FY18,Bank Approved,Assessed,P163437,Strengthening of State Universities in Chile,10/20/2017,A,000446513 | Ciro Avitabile ~,0,0,Chile,Firm,Education,Investment,No,GGHVP,Andreas Blom,LCR,LCC6C,HLCED,Education LCR,Ciro Avitabile,Yes,,,,,,,,,,9.97%,2.5,2.5,5,0.099748633,0,2.5,5,2.5,0,0,0,50.126,0,50.126,,,
 ,LCC6C-LCR,FY18,Begin Negotiation,Assessed,P158756,Additional Financing Quito Metro Line One Project,6/22/2018,A,000465461 | Bianca Bianchi Alves ~ 000443657 | Alejandro Hoyos Guerrero,0,0,Ecuador,Firm,Transport,Investment,No,GGIVP,Bianca Bianchi Alves,LCR,LCC6C,ILCT1,Transport-LAC,Bianca Bianchi Alves,Yes,,,,,,,,,,100%,0,230,230,1,0,0,230,230,0,0,0,230,0,230,,,
 ,LCC6C-LCR,FY18,Begin Negotiation,Assessed,P164453,Health Service Delivery Network Project,6/14/2018,A,000111499 | Patricia Alvarez ~,0,0,Bolivia,Firm,Health Nutrition and Population,Investment,No,GGHVP,Tania Dmytraczenko,LCR,LCC6C,HLCHN,Health Nutrition &Population LCR,Patricia Alvarez,Yes,,,,,,,,,,8.32%,12.48,12.48,24.960000000000001,0.083174603,0.083333333,10.48,20.96,10.48,2,4,2,252,48,300,,,
 ,LCC6C-LCR,FY18,Begin Negotiation,Assessed,P165716,Guayaquil Wastewater Management Project AF,6/29/2018,A,000379119 | Zael Sanz Uriarte ~ 000065819 | Iris Marmanillo,0,0,Ecuador,Firm,Water,Investment,No,GGSVP,David Michaud,LCR,LCC6C,SLCWA,Water Latin America & Caribbean,Zael Sanz Uriarte,Yes,,,,,,,,,,100%,0,233.59999999999999,233.59999999999999,1,0,0,233.6,233.6,0,0,0,233.6,0,233.6,,,
